status,elapsed_secs,host,host_id,shell,shell_id,path
0,0.0127,lisa,8cad9f6e,mksh,ae7d165b,benchmarks/testdata/ltmain.sh
0,0.0230,lisa,8cad9f6e,mksh,ae7d165b,benchmarks/testdata/configure
0,0.0079,lisa,8cad9f6e,zsh,ca7b4198,benchmarks/testdata/build.sh
0,0.0325,lisa,8cad9f6e,zsh,ca7b4198,benchmarks/testdata/t4014-format-patch.sh
0,0.0078,lisa,8cad9f6e,zsh,ca7b4198,benchmarks/testdata/functions
0,0.0142,lisa,8cad9f6e,zsh,ca7b4198,benchmarks/testdata/configure-helper.sh
0,0.0118,lisa,8cad9f6e,zsh,ca7b4198,benchmarks/testdata/abuild
0,0.0303,lisa,8cad9f6e,zsh,ca7b4198,benchmarks/testdata/Build.sh
0,0.0405,lisa,8cad9f6e,zsh,ca7b4198,benchmarks/testdata/t9300-fast-import.sh
0,0.0352,lisa,8cad9f6e,zsh,ca7b4198,benchmarks/testdata/test-cmd-util.sh
0,0.0418,lisa,8cad9f6e,zsh,ca7b4198,benchmarks/testdata/ltmain.sh
0,0.1069,lisa,8cad9f6e,zsh,ca7b4198,benchmarks/testdata/configure
0,0.7010,lisa,8cad9f6e,bin/osh,f91532f7,benchmarks/testdata/build.sh
0,0.3113,lisa,8cad9f6e,bin/osh,f91532f7,benchmarks/testdata/t4014-format-patch.sh
0,0.9293,lisa,8cad9f6e,bin/osh,f91532f7,benchmarks/testdata/functions
0,1.1781,lisa,8cad9f6e,bin/osh,f91532f7,benchmarks/testdata/configure-helper.sh
0,1.5881,lisa,8cad9f6e,bin/osh,f91532f7,benchmarks/testdata/abuild
0,1.2423,lisa,8cad9f6e,bin/osh,f91532f7,benchmarks/testdata/Build.sh
0,0.2469,lisa,8cad9f6e,bin/osh,f91532f7,benchmarks/testdata/t9300-fast-import.sh
0,3.5123,lisa,8cad9f6e,bin/osh,f91532f7,benchmarks/testdata/test-cmd-util.sh
0,3.8988,lisa,8cad9f6e,bin/osh,f91532f7,benchmarks/testdata/ltmain.sh
0,14.6460,lisa,8cad9f6e,bin/osh,f91532f7,benchmarks/testdata/configure
0,0.7306,lisa,8cad9f6e,_bin/osh,82a0da8c,benchmarks/testdata/build.sh
0,0.3048,lisa,8cad9f6e,_bin/osh,82a0da8c,benchmarks/testdata/t4014-format-patch.sh
0,0.9886,lisa,8cad9f6e,_bin/osh,82a0da8c,benchmarks/testdata/functions
0,1.2174,lisa,8cad9f6e,_bin/osh,82a0da8c,benchmarks/testdata/configure-helper.sh
0,1.6986,lisa,8cad9f6e,_bin/osh,82a0da8c,benchmarks/testdata/abuild
0,1.3276,lisa,8cad9f6e,_bin/osh,82a0da8c,benchmarks/testdata/Build.sh
0,0.2439,lisa,8cad9f6e,_bin/osh,82a0da8c,benchmarks/testdata/t9300-fast-import.sh
0,3.6285,lisa,8cad9f6e,_bin/osh,82a0da8c,benchmarks/testdata/test-cmd-util.sh
0,4.0380,lisa,8cad9f6e,_bin/osh,82a0da8c,benchmarks/testdata/ltmain.sh
0,15.2875,lisa,8cad9f6e,_bin/osh,82a0da8c,benchmarks/testdata/configure
